2025-04-29 07:36:13,441 - INFO - 2025-04-29 07:36:13.441891: Status da tarefa bpa: completed
2025-04-29 07:39:39,110 - INFO - ✅ CEP 07417590 atualizado: Pedro José de Morais, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:39,319 - INFO - ✅ CEP 07260140 atualizado: João Assunção, Parque São Miguel (IBGE: 351880)
2025-04-29 07:39:39,529 - INFO - ✅ CEP 07438000 atualizado: Presidente Bernardes, Jardim Via Dutra (IBGE: 350390)
2025-04-29 07:39:39,736 - INFO - ✅ CEP 07414160 atualizado: Katsuzo Yamamoto, Jardim Nippon Club (IBGE: 350390)
2025-04-29 07:39:39,973 - INFO - ✅ CEP 07417480 atualizado: João Feliciano de Melo, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:40,181 - INFO - ✅ CEP 07443005 atualizado: União Paulista, Jardim Josely (IBGE: 350390)
2025-04-29 07:39:40,472 - INFO - ✅ CEP 07403040 atualizado: Amazonas, Arujamérica (IBGE: 350390)
2025-04-29 07:39:40,658 - INFO - ✅ CEP 07432122 atualizado: Nicolas Barbosa da Silva, Cdhu Fazenda Albor (IBGE: 350390)
2025-04-29 07:39:40,888 - INFO - ✅ CEP 07403075 atualizado: Licínio Rodrigues Paiva, Arujamérica (IBGE: 350390)
2025-04-29 07:39:41,121 - INFO - ✅ CEP 07400370 atualizado: La Paz, Jardim Rincão (IBGE: 350390)
2025-04-29 07:39:41,371 - INFO - ✅ CEP 07400410 atualizado: Espanha, Jardim Rincão (IBGE: 350390)
2025-04-29 07:39:41,582 - INFO - ✅ CEP 07436700 atualizado: Calógero Rapé, Jardim São Jorge (IBGE: 350390)
2025-04-29 07:39:41,788 - INFO - ✅ CEP 07428270 atualizado: Renova, Jardim Fazenda Rincão (IBGE: 350390)
2025-04-29 07:39:42,048 - INFO - ✅ CEP 07411375 atualizado: das Violetas, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:39:42,432 - INFO - ✅ CEP 07435485 atualizado: Taba, Arujázinho I, Ii E Iii (IBGE: 350390)
2025-04-29 07:39:42,659 - INFO - ✅ CEP 07435005 atualizado: das Siriemas, Arujá Lagos Residencial (IBGE: 350390)
2025-04-29 07:39:42,851 - INFO - ✅ CEP 07436740 atualizado: dos Girassóis, Jardim São Jorge (IBGE: 350390)
2025-04-29 07:39:43,038 - INFO - ✅ CEP 07400815 atualizado: Arnaldo Candela, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:39:43,214 - INFO - ✅ CEP 07176600 atualizado: Maria Jorge Lombardi, Jardim Álamo (IBGE: 351880)
2025-04-29 07:39:43,502 - INFO - ✅ CEP 07417400 atualizado: Prestes Maia, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:43,694 - INFO - ✅ CEP 08485200 atualizado: Dom Marcos Barbosa, Conjunto Habitacional Santa Etelvina Ii (IBGE: 355030)
2025-04-29 07:39:43,909 - INFO - ✅ CEP 07402305 atualizado: Silvino Rodrigues de Ávila, Chácara São José (IBGE: 350390)
2025-04-29 07:39:44,263 - INFO - ✅ CEP 07402090 atualizado: Amazonas, Barbosas (IBGE: 350390)
2025-04-29 07:39:44,442 - INFO - ✅ CEP 07402830 atualizado: Salvador, Jardim Real (IBGE: 350390)
2025-04-29 07:39:44,634 - INFO - ✅ CEP 07431370 atualizado: Armando Pereira, Jardim Cury (IBGE: 350390)
2025-04-29 07:39:44,846 - INFO - ✅ CEP 07400440 atualizado: Quito, Jardim Rincão (IBGE: 350390)
2025-04-29 07:39:45,066 - INFO - ✅ CEP 07417575 atualizado: Anadir Coutinho de Ávila, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:45,246 - INFO - ✅ CEP 07400380 atualizado: Carácas, Jardim Rincão (IBGE: 350390)
2025-04-29 07:39:45,437 - INFO - ✅ CEP 07420880 atualizado: Inair Rodrigues Benedito, Pirituba (IBGE: 350390)
2025-04-29 07:39:46,755 - INFO - ✅ CEP 03588345 atualizado para 07417265: Railda Alves de Oliveira, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:47,081 - INFO - ✅ CEP 07404065 atualizado: Serra do Baturité, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:47,379 - INFO - ✅ CEP 07438555 atualizado: Turim, Jardim Imperial (IBGE: 350390)
2025-04-29 07:39:47,633 - INFO - ✅ CEP 07403050 atualizado: Francisco Baltazar de Araújo, Arujamérica (IBGE: 350390)
2025-04-29 07:39:47,878 - INFO - ✅ CEP 07403080 atualizado: Inocêncio José Rodrigues, Arujamérica (IBGE: 350390)
2025-04-29 07:39:48,185 - INFO - ✅ CEP 07402085 atualizado: Amazonas, Barbosas (IBGE: 350390)
2025-04-29 07:39:48,369 - INFO - ✅ CEP 07402200 atualizado: Guanabara, Jardim Planalto (IBGE: 350390)
2025-04-29 07:39:48,576 - INFO - ✅ CEP 07432700 atualizado: Julia Serikawa, Sítio Dos Fernandes (IBGE: 350390)
2025-04-29 07:39:48,785 - INFO - ✅ CEP 07411160 atualizado: Nossa Senhora Aparecida, Jordanópolis (IBGE: 350390)
2025-04-29 07:39:48,973 - INFO - ✅ CEP 07404060 atualizado: Serra do Maranguape, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:49,177 - INFO - ✅ CEP 07443000 atualizado: Três Fronteiras, Jardim Josely (IBGE: 350390)
2025-04-29 07:39:49,379 - INFO - ✅ CEP 07402015 atualizado: Maria de Lourdes Máximo, Jardim Renata (IBGE: 350390)
2025-04-29 07:39:49,574 - INFO - ✅ CEP 07428190 atualizado: Olivina, Arujá 5 (IBGE: 350390)
2025-04-29 07:39:49,811 - INFO - ✅ CEP 07404150 atualizado: Serra do Espinhaço, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:50,007 - INFO - ✅ CEP 07434125 atualizado: José Araújo de Lima, Jardim Limoeiro (IBGE: 350390)
2025-04-29 07:39:50,214 - INFO - ✅ CEP 07403105 atualizado: João Leite de Camargo, Arujamérica (IBGE: 350390)
2025-04-29 07:39:50,526 - INFO - ✅ CEP 58887000 atualizado: ,  (IBGE: 250230)
2025-04-29 07:39:51,836 - INFO - ✅ CEP 07818609 atualizado para 07417130: Benedito Martins Guimarães, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:52,012 - INFO - ✅ CEP 08590710 atualizado: do Pêssego, Jardim Lucinda (IBGE: 352310)
2025-04-29 07:39:52,223 - INFO - ✅ CEP 07402195 atualizado: Goiás, Jardim Planalto (IBGE: 350390)
2025-04-29 07:39:52,456 - INFO - ✅ CEP 07404030 atualizado: Serra do Japi, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:52,660 - INFO - ✅ CEP 07400185 atualizado: Hugo Takahashi, Jardim Vitória (IBGE: 350390)
2025-04-29 07:39:52,861 - INFO - ✅ CEP 08588310 atualizado: da Promissão, Jardim Carolina (IBGE: 352310)
2025-04-29 07:39:53,051 - INFO - ✅ CEP 07440005 atualizado: dos Lagos, Chácaras Vista Alegre (IBGE: 350390)
2025-04-29 07:39:53,278 - INFO - ✅ CEP 07435300 atualizado: dos Jacarandás, Arujá Country Club (IBGE: 350390)
2025-04-29 07:39:53,568 - INFO - ✅ CEP 07411365 atualizado: Santa Cecília, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:39:53,765 - INFO - ✅ CEP 07400595 atualizado: Arthur Melchiades Batista, Centro (IBGE: 350390)
2025-04-29 07:39:53,967 - INFO - ✅ CEP 07401120 atualizado: Vanderley Nasser do Prado, Arujá Center Ville (IBGE: 350390)
2025-04-29 07:39:54,159 - INFO - ✅ CEP 07420350 atualizado: Botucatu, Pirituba (IBGE: 350390)
2025-04-29 07:39:54,370 - INFO - ✅ CEP 07402290 atualizado: Urias Pithon Barreto, Chácara São José (IBGE: 350390)
2025-04-29 07:39:54,562 - INFO - ✅ CEP 08576320 atualizado: Castilho, Vila Virgínia (IBGE: 352310)
2025-04-29 07:39:55,868 - INFO - ✅ CEP 07417293 atualizado para 07417290: Sebastião Martins Guimarães, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:56,050 - INFO - ✅ CEP 07417560 atualizado: José Lino de Souza, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:56,255 - INFO - ✅ CEP 07417320 atualizado: Claudino Antonio Barbosa, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:56,438 - INFO - ✅ CEP 07417275 atualizado: José Sanches Ricardo, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:56,635 - INFO - ✅ CEP 07404180 atualizado: Serra do Caiapó, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:56,848 - INFO - ✅ CEP 07428145 atualizado: Opala, Arujá 5 (IBGE: 350390)
2025-04-29 07:39:57,044 - INFO - ✅ CEP 07400805 atualizado: Lourdes Barbosa Sanches, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:39:57,240 - INFO - ✅ CEP 08725625 atualizado: Ubirajara de Barros Gomes Martins, Vila Caputera (IBGE: 353060)
2025-04-29 07:39:57,540 - INFO - ✅ CEP 07400605 atualizado: João Manoel, Centro (IBGE: 350390)
2025-04-29 07:39:57,786 - INFO - ✅ CEP 07438005 atualizado: Presidente Wenceslau, Jardim Via Dutra (IBGE: 350390)
2025-04-29 07:39:58,145 - INFO - ✅ CEP 07432020 atualizado: Dutra, Jardim Leika (IBGE: 350390)
2025-04-29 07:39:58,325 - INFO - ✅ CEP 07411175 atualizado: São Miguel, Jordanópolis (IBGE: 350390)
2025-04-29 07:39:58,515 - INFO - ✅ CEP 07401000 atualizado: Juventina Maiolino Sanches, Parque Judith (IBGE: 350390)
2025-04-29 07:39:58,821 - INFO - ✅ CEP 07417365 atualizado: Armando Colangelo, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:59,000 - INFO - ✅ CEP 07404070 atualizado: Serra do Pacatuba, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:39:59,207 - INFO - ✅ CEP 07438726 atualizado: Osmar Soares de Carvalho, Estância Pacaembu (IBGE: 350390)
2025-04-29 07:39:59,407 - INFO - ✅ CEP 07417505 atualizado: Giuseppe Antonio Maiolino, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:39:59,631 - INFO - ✅ CEP 07435445 atualizado: Bela Vista, Arujázinho I, Ii E Iii (IBGE: 350390)
2025-04-29 07:39:59,845 - INFO - ✅ CEP 07400240 atualizado: Marina Lourenço, Jardim Albino Neves (IBGE: 350390)
2025-04-29 07:40:00,098 - INFO - ✅ CEP 07418085 atualizado: da Peinha, Chácara Bananal (IBGE: 350390)
2025-04-29 07:40:00,351 - INFO - ✅ CEP 07439100 atualizado: Bauxita, Chácaras Copaco (IBGE: 350390)
2025-04-29 07:40:01,770 - INFO - ✅ CEP 11958467 atualizado para 07411185: São João, Jordanópolis (IBGE: 350390)
2025-04-29 07:40:01,976 - INFO - ✅ CEP 07401740 atualizado: Francisco Rodrigues da Silva, Vila Pilar (IBGE: 350390)
2025-04-29 07:40:02,192 - INFO - ✅ CEP 07417175 atualizado: Arnaldo Afonso de Lima, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:02,391 - INFO - ✅ CEP 07400870 atualizado: Dulce Ferreira S Quatrochi, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:40:02,584 - INFO - ✅ CEP 07401290 atualizado: Adhemar de Barros, Jardim Modelo (IBGE: 350390)
2025-04-29 07:40:02,791 - INFO - ✅ CEP 07400820 atualizado: Mamede Barbosa, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:40:03,093 - INFO - ✅ CEP 07404100 atualizado: dos Fernandes, Mirante do Arujá (IBGE: 350390)
2025-04-29 07:40:03,279 - INFO - ✅ CEP 07432005 atualizado: Pedro Pereira da Silva, Jardim Leika (IBGE: 350390)
2025-04-29 07:40:03,485 - INFO - ✅ CEP 07417340 atualizado: Claudino Gomes, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:03,710 - INFO - ✅ CEP 07242000 atualizado: Fernando de Noronha, Jardim Maria Dirce (IBGE: 351880)
2025-04-29 07:40:03,946 - INFO - ✅ CEP 07428020 atualizado: do Nossa Senhora Perpétuo Socorro, Nossa Senhora Do Carmo (IBGE: 350390)
2025-04-29 07:40:04,155 - INFO - ✅ CEP 07043060 atualizado: Espanhola, Vila Endres (IBGE: 351880)
2025-04-29 07:40:04,393 - INFO - ✅ CEP 07435185 atualizado: dos Ipês, Arujá Country Club (IBGE: 350390)
2025-04-29 07:40:04,604 - INFO - ✅ CEP 07417520 atualizado: Cipriana Maria do Rosário, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:04,790 - INFO - ✅ CEP 07400680 atualizado: João Godoy, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:40:04,979 - INFO - ✅ CEP 07439080 atualizado: Mercúrio, Chácaras Copaco (IBGE: 350390)
2025-04-29 07:40:05,180 - INFO - ✅ CEP 08573510 atualizado: Joaquim Gonçalves Ferreira da Silva, Jardim Gonçalves (IBGE: 352310)
2025-04-29 07:40:05,365 - INFO - ✅ CEP 07439020 atualizado: Granito, Chácaras Copaco (IBGE: 350390)
2025-04-29 07:40:05,571 - INFO - ✅ CEP 07400875 atualizado: João Mariano, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:40:07,231 - INFO - ✅ CEP 07407048 atualizado para 07407015: Sebastião Cubas dos Santos, Jardim Santo Antônio (IBGE: 350390)
2025-04-29 07:40:07,424 - INFO - ✅ CEP 07402135 atualizado: Silvina de Camargo, Vila Lima (IBGE: 350390)
2025-04-29 07:40:07,617 - INFO - ✅ CEP 07411215 atualizado: São Luiz, Jordanópolis (IBGE: 350390)
2025-04-29 07:40:07,929 - INFO - ✅ CEP 07400600 atualizado: Albino Rodrigues Neves, Centro (IBGE: 350390)
2025-04-29 07:40:08,223 - INFO - ✅ CEP 07400610 atualizado: João Manoel, Centro (IBGE: 350390)
2025-04-29 07:40:08,517 - INFO - ✅ CEP 07400630 atualizado: P.L. do Brasil, Centro (IBGE: 350390)
2025-04-29 07:40:08,715 - INFO - ✅ CEP 07404115 atualizado: Serra da Bocaina, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:40:08,906 - INFO - ✅ CEP 07411425 atualizado: das Orquídeas, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:40:09,103 - INFO - ✅ CEP 07417600 atualizado: Eleazar Machado, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:09,307 - INFO - ✅ CEP 07178330 atualizado: Brasília, Vila Carmela I (IBGE: 351880)
2025-04-29 07:40:09,497 - INFO - ✅ CEP 08774030 atualizado: Zacarias, Jardim Piatã A (IBGE: 353060)
2025-04-29 07:40:09,718 - INFO - ✅ CEP 07417420 atualizado: Tailor do Nascimento, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:09,909 - INFO - ✅ CEP 07140380 atualizado: Guaraton, Jardim Marilena (IBGE: 351880)
2025-04-29 07:40:11,254 - INFO - ✅ CEP 06439130 atualizado para 07401790: dos Expedicionários, Vila Pilar (IBGE: 350390)
2025-04-29 07:40:11,431 - INFO - ✅ CEP 07403015 atualizado: Francisco Antonio Pedro Paulo, Arujamérica (IBGE: 350390)
2025-04-29 07:40:12,718 - INFO - ✅ CEP 07471470 atualizado para 07417480: João Feliciano de Melo, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:14,054 - INFO - ✅ CEP 07465670 atualizado para 07432670: Tomi Miura, Sítio dos Fernandes (IBGE: 350390)
2025-04-29 07:40:14,362 - INFO - ✅ CEP 07417410 atualizado: Zulmira Isabel de Moura, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:14,550 - INFO - ✅ CEP 07402025 atualizado: Gentile Pezzoli Santangelo, Jardim Renata (IBGE: 350390)
2025-04-29 07:40:14,747 - INFO - ✅ CEP 07400390 atualizado: Caiena, Jardim Rincão (IBGE: 350390)
2025-04-29 07:40:14,934 - INFO - ✅ CEP 07411200 atualizado: São Vicente, Jordanópolis (IBGE: 350390)
2025-04-29 07:40:16,292 - INFO - ✅ CEP 01774575 atualizado para 07417575: Anadir Coutinho de Ávila, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:16,600 - INFO - ✅ CEP 07411350 atualizado: Adília Barbosa Neves, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:40:16,786 - INFO - ✅ CEP 07250040 atualizado: Jaicos, Cidade Aracilia (IBGE: 351880)
2025-04-29 07:40:17,020 - INFO - ✅ CEP 07435215 atualizado: das Pitangueiras, Arujá Country Club (IBGE: 350390)
2025-04-29 07:40:17,203 - INFO - ✅ CEP 07440050 atualizado: Acácias, Chácaras Vista Alegre (IBGE: 350390)
2025-04-29 07:40:17,435 - INFO - ✅ CEP 07404075 atualizado: Serra do Mar, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:40:17,635 - INFO - ✅ CEP 07438560 atualizado: Capri, Jardim Imperial (IBGE: 350390)
2025-04-29 07:40:17,851 - INFO - ✅ CEP 07417500 atualizado: Antão Bernardo da Silva, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:18,051 - INFO - ✅ CEP 07401730 atualizado: Carime Buissa, Vila Pilar (IBGE: 350390)
2025-04-29 07:40:18,241 - INFO - ✅ CEP 07402840 atualizado: Natal, Jardim Real (IBGE: 350390)
2025-04-29 07:40:18,430 - INFO - ✅ CEP 07434475 atualizado: das Cerejeiras, Arujázinho Iv (IBGE: 350390)
2025-04-29 07:40:18,712 - INFO - ✅ CEP 07411405 atualizado: Santo Antonio, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:40:18,896 - INFO - ✅ CEP 07428305 atualizado: Fenacita, Jardim Fazenda Rincão (IBGE: 350390)
2025-04-29 07:40:19,098 - INFO - ✅ CEP 08587319 atualizado: Pico do Jaraguá, Condomínio Vilage (IBGE: 352310)
2025-04-29 07:40:19,282 - INFO - ✅ CEP 07417475 atualizado: Manoel João de Souza, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:19,469 - INFO - ✅ CEP 07438470 atualizado: Milão, Jardim Imperial (IBGE: 350390)
2025-04-29 07:40:19,664 - INFO - ✅ CEP 07411445 atualizado: das Camélias, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:40:20,950 - INFO - ✅ CEP 07407047 atualizado para 07407040: Airton dos Santos Heras Galvez, Jardim Santo Antônio (IBGE: 350390)
2025-04-29 07:40:21,124 - INFO - ✅ CEP 07443010 atualizado: Tupã, Jardim Josely (IBGE: 350390)
2025-04-29 07:40:21,338 - INFO - ✅ CEP 07439125 atualizado: Cobre, Chácaras Copaco (IBGE: 350390)
2025-04-29 07:40:21,531 - INFO - ✅ CEP 07401760 atualizado: Pedro Paschoal, Vila Pilar (IBGE: 350390)
2025-04-29 07:40:21,729 - INFO - ✅ CEP 07404145 atualizado: Serra Geral, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:40:21,929 - INFO - ✅ CEP 07400375 atualizado: Georgetow, Jardim Rincão (IBGE: 350390)
2025-04-29 07:40:22,149 - INFO - ✅ CEP 08588324 atualizado: Padre Cícero, Jardim Carolina (IBGE: 352310)
2025-04-29 07:40:22,331 - INFO - ✅ CEP 07429805 atualizado: dos Jacintos, Parque Maringá (IBGE: 350390)
2025-04-29 07:40:22,647 - INFO - ✅ CEP 07411195 atualizado: Adília Barbosa Neves, Jordanópolis (IBGE: 350390)
2025-04-29 07:40:22,824 - INFO - ✅ CEP 07401340 atualizado: Fernando Costa, Vila Riman (IBGE: 350390)
2025-04-29 07:40:23,011 - INFO - ✅ CEP 07429205 atualizado: Parque do Ibirapuera, Residencial Real Park (IBGE: 350390)
2025-04-29 07:40:23,214 - INFO - ✅ CEP 08465090 atualizado: Rubens Borba Alves de Moraes, Conjunto Habitacional Juscelino Kubitschek (IBGE: 355030)
2025-04-29 07:40:23,407 - INFO - ✅ CEP 07442200 atualizado: Waldomiro Luis Coutinho, São Bento (IBGE: 350390)
2025-04-29 07:40:23,606 - INFO - ✅ CEP 07435030 atualizado: dos Tucanos, Arujá Lagos Residencial (IBGE: 350390)
2025-04-29 07:40:23,834 - INFO - ✅ CEP 07428325 atualizado: Turquesa, Jardim Fazenda Rincão (IBGE: 350390)
2025-04-29 07:40:24,042 - INFO - ✅ CEP 07499899 atualizado: Rural, Área Rural De Arujá (IBGE: 350390)
2025-04-29 07:40:24,230 - INFO - ✅ CEP 07417405 atualizado: Marcos Aurélio de Castro, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:24,422 - INFO - ✅ CEP 07428175 atualizado: Andaluzita, Arujá 5 (IBGE: 350390)
2025-04-29 07:40:24,610 - INFO - ✅ CEP 07431215 atualizado: Tupi, Jardim Tupi (IBGE: 350390)
2025-04-29 07:40:25,903 - INFO - ✅ CEP 07432865 atualizado para 07432685: Hirayoshi Amano, Sítio dos Fernandes (IBGE: 350390)
2025-04-29 07:40:26,121 - INFO - ✅ CEP 07435525 atualizado: Mato Grosso, Arujázinho I, Ii E Iii (IBGE: 350390)
2025-04-29 07:40:26,305 - INFO - ✅ CEP 02752170 atualizado: Amélia Gonçalves, Vila Carbone (IBGE: 355030)
2025-04-29 07:40:26,503 - INFO - ✅ CEP 07411390 atualizado: das Rosas, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:40:26,693 - INFO - ✅ CEP 07440015 atualizado: Jatobá, Chácaras Vista Alegre (IBGE: 350390)
2025-04-29 07:40:26,879 - INFO - ✅ CEP 07437080 atualizado: das Palmeiras, Parque Dos Arantes (IBGE: 350390)
2025-04-29 07:40:27,131 - INFO - ✅ CEP 07429330 atualizado: Parque da Chapada Diamantina, Residencial Real Park (IBGE: 350390)
2025-04-29 07:40:27,329 - INFO - ✅ CEP 07402810 atualizado: Belo Horizonte, Jardim Real (IBGE: 350390)
2025-04-29 07:40:27,553 - INFO - ✅ CEP 07400545 atualizado: de Duque Caxias, Vila Flora Regina (IBGE: 350390)
2025-04-29 07:40:27,831 - INFO - ✅ CEP 08710500 atualizado: Voluntário Fernando Pinheiro Franco, Centro (IBGE: 353060)
2025-04-29 07:40:28,123 - INFO - ✅ CEP 07420400 atualizado: P.L. do Brasil, Pirituba (IBGE: 350390)
2025-04-29 07:40:28,435 - INFO - ✅ CEP 07400560 atualizado: Antonio Afonso de Lima, Centro (IBGE: 350390)
2025-04-29 07:40:28,627 - INFO - ✅ CEP 07400425 atualizado: Paramaribo, Jardim Rincão (IBGE: 350390)
2025-04-29 07:40:28,835 - INFO - ✅ CEP 07439065 atualizado: Mica, Chácaras Copaco (IBGE: 350390)
2025-04-29 07:40:29,031 - INFO - ✅ CEP 07400285 atualizado: Antonio Rodrigues Barbosa, Jardim Ângelo (IBGE: 350390)
2025-04-29 07:40:29,213 - INFO - ✅ CEP 07428105 atualizado: Melanita, Arujá 5 (IBGE: 350390)
2025-04-29 07:40:29,395 - INFO - ✅ CEP 07435245 atualizado: dos Limoeiros, Arujá Country Club (IBGE: 350390)
2025-04-29 07:40:29,610 - INFO - ✅ CEP 07428005 atualizado: da Nossa Senhora Conceição, Nossa Senhora Do Carmo (IBGE: 350390)
2025-04-29 07:40:29,800 - INFO - ✅ CEP 07401705 atualizado: Guido Reginato, Vila Pilar (IBGE: 350390)
2025-04-29 07:40:30,095 - INFO - ✅ CEP 07411385 atualizado: Presidente Dutra, Cidade Nova Arujá (IBGE: 350390)
2025-04-29 07:40:30,405 - INFO - ✅ CEP 07404085 atualizado: Serra de Bragança, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:40:30,675 - INFO - ✅ CEP 07420120 atualizado: das Flores, Pirituba (IBGE: 350390)
2025-04-29 07:40:30,928 - INFO - ✅ CEP 07407040 atualizado: Airton dos Santos Heras Galvez, Jardim Santo Antônio (IBGE: 350390)
2025-04-29 07:40:31,164 - INFO - ✅ CEP 07438515 atualizado: Roma, Jardim Imperial (IBGE: 350390)
2025-04-29 07:40:31,391 - INFO - ✅ CEP 07428275 atualizado: Arutec, Jardim Fazenda Rincão (IBGE: 350390)
2025-04-29 07:40:31,614 - INFO - ✅ CEP 07404160 atualizado: Jovens da Verdade, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:40:31,902 - INFO - ✅ CEP 07432065 atualizado: Oscar Schiavon, Jardim Emília (IBGE: 350390)
2025-04-29 07:40:32,149 - INFO - ✅ CEP 07400825 atualizado: José Faustino da Silva, Arujá Centro Residencial (IBGE: 350390)
2025-04-29 07:40:32,454 - INFO - ✅ CEP 04211001 atualizado: Xavier de Almeida, Ipiranga (IBGE: 355030)
2025-04-29 07:40:32,622 - INFO - ✅ CEP 02187040 atualizado: Subtenente-Aviador Francisco Hierro, Parque Novo Mundo (IBGE: 355030)
2025-04-29 07:40:32,821 - INFO - ✅ CEP 07434535 atualizado: das Palmeiras, Arujázinho Iv (IBGE: 350390)
2025-04-29 07:40:33,015 - INFO - ✅ CEP 07400470 atualizado: Siqueira Campos, Jardim Rincão (IBGE: 350390)
2025-04-29 07:40:33,218 - INFO - ✅ CEP 07435560 atualizado: Paraná, Arujázinho I, Ii E Iii (IBGE: 350390)
2025-04-29 07:40:33,415 - INFO - ✅ CEP 07417160 atualizado: Milton Ferreira Franco, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:33,607 - INFO - ✅ CEP 07400180 atualizado: Márcia Poli, Jardim Vitória (IBGE: 350390)
2025-04-29 07:40:33,811 - INFO - ✅ CEP 07417215 atualizado: José Pereira de Aquino, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:34,005 - INFO - ✅ CEP 07403070 atualizado: Higino Rodrigues de Ávila, Arujamérica (IBGE: 350390)
2025-04-29 07:40:34,194 - INFO - ✅ CEP 07402165 atualizado: Maranhão, Jardim Planalto (IBGE: 350390)
2025-04-29 07:40:34,418 - INFO - ✅ CEP 07410000 atualizado: José Evangelista de Morais, Núcleo Dos Correas (IBGE: 350390)
2025-04-29 07:40:34,620 - INFO - ✅ CEP 07417325 atualizado: Antonio Armando Justiça, Parque Rodrigo Barreto (IBGE: 350390)
2025-04-29 07:40:38,267 - INFO - ✅ CEP 07400590 atualizado: Major Benjamin Franco, Centro (IBGE: 350390)
2025-04-29 07:40:38,453 - INFO - ✅ CEP 07407020 atualizado: Galdino Antonio de Almeida, Jardim Santo Antônio (IBGE: 350390)
2025-04-29 07:40:38,635 - INFO - ✅ CEP 07401135 atualizado: Silmar Montoni, Arujá Center Ville (IBGE: 350390)
2025-04-29 07:40:38,987 - INFO - ✅ CEP 07401370 atualizado: dos Expedicionários, Vila Riman (IBGE: 350390)
2025-04-29 07:40:39,167 - INFO - ✅ CEP 07438720 atualizado: Internacional, Estância Pacaembu (IBGE: 350390)
2025-04-29 07:40:40,481 - INFO - ✅ CEP 01741070 atualizado para 07401070: Armando Colangelo, Arujá Center Ville (IBGE: 350390)
2025-04-29 07:40:43,902 - INFO - ✅ CEP 07404110 atualizado: Serra da Lua, Mirante Do Arujá (IBGE: 350390)
2025-04-29 07:40:44,090 - INFO - ✅ CEP 07402260 atualizado: Rio Branco, Jardim São José (IBGE: 350390)
2025-04-29 07:40:44,279 - INFO - ✅ CEP 07435725 atualizado: das Orquídeas, Arujázinho I, Ii E Iii (IBGE: 350390)
2025-04-29 07:40:44,484 - INFO - ✅ CEP 07402150 atualizado: Piauí, Jardim Planalto (IBGE: 350390)
2025-04-29 07:40:45,873 - INFO - ✅ CEP 11997980 atualizado para 07417540: Luiz Gonzaga Colangelo Nóbrega, Parque Rodrigo Barreto (IBGE: 350390)
